118.10	3622.00	73.20
118.12	3622.00	73.20
118.13	3623.00	73.10
118.15	3623.00	73.00
118.17	3623.00	72.80
118.18	3624.00	72.70
118.20	3624.00	72.60
118.22	3624.00	72.50
118.23	3625.00	72.30
118.25	3625.00	72.20
118.27	3625.00	72.10
118.28	3626.00	72.00
118.30	3626.00	71.80
118.32	3626.00	71.70
118.33	3627.00	71.60
118.35	3627.00	71.40
118.37	3627.00	71.30
118.38	3628.00	71.20
118.40	3628.00	71.00
118.42	3628.00	70.90
118.43	3629.00	70.70
118.45	3629.00	70.60
118.47	3629.00	70.40
118.48	3630.00	70.30
118.50	3630.00	70.20
118.52	3630.00	70.00
118.53	3631.00	69.90
118.55	3631.00	69.70
118.57	3631.00	69.60
118.58	3632.00	69.40
118.60	3632.00	69.30
118.62	3632.00	69.20
118.63	3633.00	69.00
118.65	3633.00	68.90
118.67	3633.00	68.70
118.68	3634.00	68.60
118.70	3634.00	68.40
118.72	3634.00	68.30
118.73	3635.00	68.10
118.75	3635.00	68.00
118.77	3635.00	67.80
118.78	3636.00	67.70
118.80	3636.00	67.50
118.82	3636.00	67.40
118.83	3636.00	67.30
118.85	3637.00	67.10
118.87	3637.00	66.90
118.88	3637.00	66.80
118.90	3638.00	66.70
118.92	3638.00	66.50
118.93	3638.00	66.40
118.95	3639.00	66.20
118.97	3639.00	66.10
118.98	3639.00	65.90
119.00	3640.00	65.80
119.02	3640.00	65.70
119.03	3640.00	65.50
119.05	3641.00	65.40
119.07	3641.00	65.30
119.08	3641.00	65.20
119.10	3641.00	65.10
119.12	3642.00	65.00
119.13	3642.00	64.90
119.15	3642.00	64.90
119.17	3643.00	64.80
119.18	3643.00	64.80
119.20	3643.00	64.80
119.22	3644.00	64.70
119.23	3644.00	64.80
119.25	3644.00	64.80
119.27	3645.00	64.80
119.28	3645.00	64.80
119.30	3645.00	64.90
119.32	3645.00	64.90
119.33	3646.00	65.00
119.35	3646.00	65.10
119.37	3646.00	65.20
119.38	3647.00	65.30
119.40	3647.00	65.40
119.42	3647.00	65.50
119.43	3648.00	65.60
119.45	3648.00	65.80
119.47	3648.00	65.80
119.48	3649.00	66.00
119.50	3649.00	66.20
119.52	3649.00	66.20
119.53	3650.00	66.40
119.55	3650.00	66.50
119.57	3650.00	66.60
119.58	3650.00	66.80
119.60	3651.00	66.80
119.62	3651.00	67.10
119.63	3651.00	67.20
119.65	3652.00	67.30
119.67	3652.00	67.40
119.68	3652.00	67.60
119.70	3653.00	67.70
119.72	3653.00	67.90
119.73	3653.00	68.00
119.75	3654.00	68.10
119.77	3654.00	68.30
119.78	3654.00	68.40
119.80	3655.00	68.50
119.82	3655.00	68.70
119.83	3655.00	68.80
119.85	3656.00	69.00
119.87	3656.00	69.00
119.88	3656.00	69.20
119.90	3657.00	69.40
119.92	3657.00	69.50
119.93	3657.00	69.60
119.95	3658.00	69.70
119.97	3658.00	69.90
119.98	3658.00	70.00
120.00	3659.00	70.20
120.02	3659.00	70.40
120.03	3659.00	70.50
120.05	3660.00	70.60
120.07	3660.00	70.80
120.08	3660.00	70.90
120.10	3661.00	71.10
120.12	3661.00	71.20
120.13	3661.00	71.50
120.15	3662.00	71.60
120.17	3662.00	71.80
120.18	3662.00	71.90
120.20	3663.00	72.10
120.22	3663.00	72.30
120.23	3663.00	72.40
120.25	3664.00	72.60
120.27	3664.00	72.80
120.28	3665.00	72.90
120.30	3665.00	73.20
120.32	3665.00	73.30
120.33	3666.00	73.40
120.35	3666.00	73.60
120.37	3666.00	73.90
120.38	3667.00	74.00
120.40	3667.00	74.20
120.42	3667.00	74.30
120.43	3668.00	74.50
120.45	3668.00	74.70
120.47	3668.00	74.80
120.48	3669.00	75.00
120.50	3669.00	75.20
120.52	3669.00	75.30
120.53	3670.00	75.60
120.55	3670.00	75.70
120.57	3671.00	75.90
120.58	3671.00	76.10
120.60	3671.00	76.20
120.62	3672.00	76.40
120.63	3672.00	76.60
120.65	3672.00	76.80
120.67	3673.00	76.90
120.68	3673.00	77.10
120.70	3674.00	77.30
120.72	3674.00	77.40
120.73	3674.00	77.60
120.75	3675.00	77.80
120.77	3675.00	78.00
120.78	3675.00	78.20
120.80	3676.00	78.30
120.82	3676.00	78.50
120.83	3676.00	78.70
120.85	3677.00	78.90
120.87	3677.00	79.00
120.88	3678.00	79.20
120.90	3678.00	79.40
120.92	3678.00	79.60
120.93	3679.00	79.80
120.95	3679.00	80.00
120.97	3680.00	80.10
120.98	3680.00	80.30
121.00	3680.00	80.50
121.02	3681.00	80.70
121.03	3681.00	80.90
121.05	3681.00	81.10
121.07	3682.00	81.30
121.08	3682.00	81.50
121.10	3683.00	81.70
121.12	3683.00	81.90
121.13	3683.00	82.10
121.15	3684.00	82.30
121.17	3684.00	82.40
121.18	3685.00	82.60
121.20	3685.00	82.90
121.22	3685.00	83.00
121.23	3686.00	83.30
121.25	3686.00	83.50
121.27	3687.00	83.70
121.28	3687.00	83.90
121.30	3687.00	84.10
121.32	3688.00	84.30
121.33	3688.00	84.60
121.35	3689.00	84.80
121.37	3689.00	85.00
121.38	3689.00	85.20
121.40	3690.00	85.50
121.42	3690.00	85.70
121.43	3691.00	85.90
121.45	3691.00	86.10
121.47	3692.00	86.30
121.48	3692.00	86.60
121.50	3692.00	86.80
121.52	3693.00	87.00
121.53	3693.00	87.30
121.55	3694.00	87.50
121.57	3694.00	87.70
121.58	3694.00	88.00
121.60	3695.00	88.20
121.62	3695.00	88.30
121.63	3696.00	88.60
121.65	3696.00	88.80
121.67	3697.00	89.00
121.68	3697.00	89.20
121.70	3697.00	89.50
121.72	3698.00	89.70
121.73	3698.00	89.90
121.75	3699.00	90.20
121.77	3699.00	90.30
121.78	3700.00	90.60
121.80	3700.00	90.80
121.82	3700.00	91.00
121.83	3701.00	91.20
